userID,PT0,PTA01,PTA02,PTA03,PTA04,PTA05,PTA06,PTA07,PTA08,PTA09,PTA10,PTA11,PTA12,PTA13,PTA14,TT0,TTA01,TTA02,TTA03,TTA04,TTA05,TTA06,TTA07,TTA08,TTA09,TTA10,TTA11,TTA12,TTA13,TTA14,EF0,EFA01,EFA02,EFA03,EFA04,EFA05,EFA06,EFA07,EFA08,EFA09,EFA10,EFA11,EFA12,EFA13,EFA14,ER0,ERA01,ERA02,ERA03,ERA04,ERA05,ERA06,ERA07,ERA08,ERA09,ERA10,ERA11,ERA12,ERA13,ERA14,PT1,PT2,PT3,PT4,PT5,PT6,PT7,PT8,PT9,PT10,PT11,PT12,PT13,PT14,PT15,PT16,PT17,PT18,PT19,PT20,PT21,PT22,PT23,PT24,PT25,PT26,PT27,PT28,PT29,PT30,PT31,PT32,PT33,PT34,PT35,PT36,PT37,PT38,PT39,PT40,PT41,PT42,PT43,PT44,PT45,PT46,PT47,PT48,PT49,PT50,PT51,PT52,PT53,PT54,PT55,PT56,PT57,PT58,PT59,PT60,PT61,PT62,PT63,PT64,PT65,PT66,PT67,PT68,PT69,PT70,PT71,PT72,PT73,PT74,PT75,PT76,PT77,PT78,PT79,PT80,PT81,PT82,PT83,PT84,PT85,PT86,PT87,PT88,PT89,PT90,PT91,PT92,PT93,PT94,PT95,PT96,PT97,PT98,PT99,PT100,PT101,PT102,PT103,PT104,PT105,PT106,PT107,PT108,PT109,PT110,PT111,PT112,PT113,PT114,PT115,PT116,PT117,PT118,PT119,PT120,PT121,PT122,PT123,PT124,PT125,PT126,PT127,PT128,PT129,PT130,PT131,PT132,PT133,PT134,PT135,PT136,PT137,PT138,PT139,PT140,PT141,PT142,PT143,PT144,PT145,PT146,PT147,PT148,PT149,PT150,PT151,PT152,PT153,PT154,PT155,PT156,PT157,PT158,PT159,PT160,PT161,PT162,PT163,PT164,PT165,PT166,PT167,PT168,PT169,PT170,PT171,PT172,PT173,PT174,PT175,PT176,PT177,PT178,PT179,PT180,PT181,PT182,PT183,PT184,PT185,PT186,PT187,PT188,PT189,PT190,PT191,PT192,PT193,PT194,PT195,PT196,PT197,PT198,PT199,PT200,PT201,PT202,PT203,PT204,PT205,PT206,PT207,PT208,PT209,PT210,PT211,TT1,TT2,TT3,TT4,TT5,TT6,TT7,TT8,TT9,TT10,TT11,TT12,TT13,TT14,TT15,TT16,TT17,TT18,TT19,TT20,TT21,TT22,TT23,TT24,TT25,TT26,TT27,TT28,TT29,TT30,TT31,TT32,TT33,TT34,TT35,TT36,TT37,TT38,TT39,TT40,TT41,TT42,TT43,TT44,TT45,TT46,TT47,TT48,TT49,TT50,TT51,TT52,TT53,TT54,TT55,TT56,TT57,TT58,TT59,TT60,TT61,TT62,TT63,TT64,TT65,TT66,TT67,TT68,TT69,TT70,TT71,TT72,TT73,TT74,TT75,TT76,TT77,TT78,TT79,TT80,TT81,TT82,TT83,TT84,TT85,TT86,TT87,TT88,TT89,TT90,TT91,TT92,TT93,TT94,TT95,TT96,TT97,TT98,TT99,TT100,TT101,TT102,TT103,TT104,TT105,TT106,TT107,TT108,TT109,TT110,TT111,TT112,TT113,TT114,TT115,TT116,TT117,TT118,TT119,TT120,TT121,TT122,TT123,TT124,TT125,TT126,TT127,TT128,TT129,TT130,TT131,TT132,TT133,TT134,TT135,TT136,TT137,TT138,TT139,TT140,TT141,TT142,TT143,TT144,TT145,TT146,TT147,TT148,TT149,TT150,TT151,TT152,TT153,TT154,TT155,TT156,TT157,TT158,TT159,TT160,TT161,TT162,TT163,TT164,TT165,TT166,TT167,TT168,TT169,TT170,TT171,TT172,TT173,TT174,TT175,TT176,TT177,TT178,TT179,TT180,TT181,TT182,TT183,TT184,TT185,TT186,TT187,TT188,TT189,TT190,TT191,TT192,TT193,TT194,TT195,TT196,TT197,TT198,TT199,TT200,TT201,TT202,TT203,TT204,TT205,TT206,TT207,TT208,TT209,TT210,TT211,EF1,EF2,EF3,EF4,EF5,EF6,EF7,EF8,EF9,EF10,EF11,EF12,EF13,EF14,EF15,EF16,EF17,EF18,EF19,EF20,EF21,EF22,EF23,EF24,EF25,EF26,EF27,EF28,EF29,EF30,EF31,EF32,EF33,EF34,EF35,EF36,EF37,EF38,EF39,EF40,EF41,EF42,EF43,EF44,EF45,EF46,EF47,EF48,EF49,EF50,EF51,EF52,EF53,EF54,EF55,EF56,EF57,EF58,EF59,EF60,EF61,EF62,EF63,EF64,EF65,EF66,EF67,EF68,EF69,EF70,EF71,EF72,EF73,EF74,EF75,EF76,EF77,EF78,EF79,EF80,EF81,EF82,EF83,EF84,EF85,EF86,EF87,EF88,EF89,EF90,EF91,EF92,EF93,EF94,EF95,EF96,EF97,EF98,EF99,EF100,EF101,EF102,EF103,EF104,EF105,EF106,EF107,EF108,EF109,EF110,EF111,EF112,EF113,EF114,EF115,EF116,EF117,EF118,EF119,EF120,EF121,EF122,EF123,EF124,EF125,EF126,EF127,EF128,EF129,EF130,EF131,EF132,EF133,EF134,EF135,EF136,EF137,EF138,EF139,EF140,EF141,EF142,EF143,EF144,EF145,EF146,EF147,EF148,EF149,EF150,EF151,EF152,EF153,EF154,EF155,EF156,EF157,EF158,EF159,EF160,EF161,EF162,EF163,EF164,EF165,EF166,EF167,EF168,EF169,EF170,EF171,EF172,EF173,EF174,EF175,EF176,EF177,EF178,EF179,EF180,EF181,EF182,EF183,EF184,EF185,EF186,EF187,EF188,EF189,EF190,EF191,EF192,EF193,EF194,EF195,EF196,EF197,EF198,EF199,EF200,EF201,EF202,EF203,EF204,EF205,EF206,EF207,EF208,EF209,EF210,EF211,ER1,ER2,ER3,ER4,ER5,ER6,ER7,ER8,ER9,ER10,ER11,ER12,ER13,ER14,ER15,ER16,ER17,ER18,ER19,ER20,ER21,ER22,ER23,ER24,ER25,ER26,ER27,ER28,ER29,ER30,ER31,ER32,ER33,ER34,ER35,ER36,ER37,ER38,ER39,ER40,ER41,ER42,ER43,ER44,ER45,ER46,ER47,ER48,ER49,ER50,ER51,ER52,ER53,ER54,ER55,ER56,ER57,ER58,ER59,ER60,ER61,ER62,ER63,ER64,ER65,ER66,ER67,ER68,ER69,ER70,ER71,ER72,ER73,ER74,ER75,ER76,ER77,ER78,ER79,ER80,ER81,ER82,ER83,ER84,ER85,ER86,ER87,ER88,ER89,ER90,ER91,ER92,ER93,ER94,ER95,ER96,ER97,ER98,ER99,ER100,ER101,ER102,ER103,ER104,ER105,ER106,ER107,ER108,ER109,ER110,ER111,ER112,ER113,ER114,ER115,ER116,ER117,ER118,ER119,ER120,ER121,ER122,ER123,ER124,ER125,ER126,ER127,ER128,ER129,ER130,ER131,ER132,ER133,ER134,ER135,ER136,ER137,ER138,ER139,ER140,ER141,ER142,ER143,ER144,ER145,ER146,ER147,ER148,ER149,ER150,ER151,ER152,ER153,ER154,ER155,ER156,ER157,ER158,ER159,ER160,ER161,ER162,ER163,ER164,ER165,ER166,ER167,ER168,ER169,ER170,ER171,ER172,ER173,ER174,ER175,ER176,ER177,ER178,ER179,ER180,ER181,ER182,ER183,ER184,ER185,ER186,ER187,ER188,ER189,ER190,ER191,ER192,ER193,ER194,ER195,ER196,ER197,ER198,ER199,ER200,ER201,ER202,ER203,ER204,ER205,ER206,ER207,ER208,ER209,ER210,ER211
415,0.70,0.70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"61,540.11","61,540.11",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.86,0.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.80,0.92,0.29,0.57,0.63,0.99,0.43,0.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"13,223.00","58,335.00","27,843.00","6,755.00","7,382.00","145,320.00","9,555.00","285,448.00",0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.50,1.00,N/A,1.00,1.00,1.00,0.50,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
429,0.67,0.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"9,978.50","9,978.50",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.79,0.62,0.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"4,690.00","23,429.00","8,118.00","3,677.00",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
