modeldate,subgroup,approve_estimate,approve_hi,approve_lo,disapprove_estimate,disapprove_hi,disapprove_lo,timestamp,,,,,,
,Voters,42.7691,46.59332,38.94489,52.87815,56.62258,49.13372,7/19/2018 14:58,,,,,,
,Adults,41.04249,44.87604,37.20893,52.99483,57.41509,48.57457,7/19/2018 14:57,,,,,,
,All polls,41.78589,46.02142,37.55037,52.8283,56.86538,48.79122,7/19/2018 14:57,,,,,,
,Voters,42.77056,46.64206,38.89906,52.81044,56.59621,49.02466,7/18/2018 15:10,,,,,,
,Adults,41.02374,44.8546,37.19287,53.03369,57.40975,48.65763,7/18/2018 15:09,,,,,,
,All polls,41.76017,46.00286,37.51748,52.83702,56.85295,48.82109,7/18/2018 15:09,,,,,,
,Voters,43.12508,47.14129,39.10886,52.562,56.45281,48.67119,7/17/2018 18:43,,,,,,
,Adults,41.11613,44.88922,37.34305,53.05931,57.45628,48.66235,7/17/2018 18:42,,,,,,
,All polls,42.0509,46.38557,37.71623,52.66814,56.79207,48.54422,7/17/2018 18:42,,,,,,
,Voters,43.28642,47.32584,39.247,52.57391,56.55558,48.59224,7/16/2018 13:29,,,,,,
,Adults,41.2492,45.14233,37.35607,53.24006,57.83184,48.64828,7/16/2018 13:28,,,,,,
,All polls,42.12241,46.46276,37.78205,52.81279,57.0606,48.56497,7/16/2018 13:28,,,,,,
,Voters,43.4221,47.49842,39.34578,52.4774,56.46724,48.48756,7/16/2018 9:33,,,,,,
,Adults,40.98757,44.90574,37.0694,53.64129,58.34001,48.94257,7/16/2018 9:32,,,,,,
,All polls,42.03181,46.4673,37.59631,53.00668,57.32888,48.68449,7/16/2018 9:32,,,,,,
,Adults,40.98757,44.90574,37.0694,53.64129,58.34001,48.94257,7/14/2018 13:44,,,,,,
,Voters,43.4221,47.49842,39.34578,52.4774,56.46724,48.48756,7/14/2018 13:45,,,,,,
,All polls,42.03181,46.4673,37.59631,53.00668,57.32888,48.68449,7/14/2018 13:44,,,,,,
,Voters,43.22959,47.24654,39.21264,52.41489,56.40884,48.42094,7/13/2018 17:46,,,,,,
,Adults,40.95702,44.74849,37.16554,53.50804,58.24225,48.77382,7/13/2018 17:45,,,,,,
,All polls,42.06443,46.43061,37.69826,52.90168,57.25216,48.55121,7/13/2018 17:45,,,,,,
,Adults,41.2538,44.91733,37.59026,53.33381,58.05576,48.61185,7/12/2018 18:18,,,,,,
,Voters,43.54289,47.42849,39.6573,52.20567,56.15511,48.25623,7/12/2018 18:19,,,,,,
,All polls,42.28969,46.53057,38.04882,52.74878,57.06653,48.43102,7/12/2018 18:18,,,,,,
,Adults,41.23541,44.84422,37.62661,53.37967,58.15395,48.60538,7/11/2018 18:11,,,,,,
,Voters,43.08789,47.10452,39.07125,52.45548,56.56162,48.34933,7/11/2018 18:12,,,,,,
,All polls,41.96289,46.18044,37.74535,52.88639,57.33141,48.44138,7/11/2018 18:11,,,,,,
,Voters,42.96598,47.14621,38.78576,52.53059,56.55252,48.50866,7/10/2018 15:23,,,,,,
,Adults,41.33836,44.92986,37.74686,53.45961,58.20096,48.71825,7/10/2018 15:22,,,,,,
,All polls,41.86861,46.04809,37.68913,52.97057,57.37045,48.5707,7/10/2018 15:22,,,,,,
,Voters,43.14231,47.21755,39.06707,52.32187,56.00698,48.63675,7/9/2018 13:07,,,,,,
,Adults,41.78059,45.2376,38.32357,53.18514,57.54097,48.8293,7/9/2018 13:06,,,,,,
,All polls,42.13817,46.18277,38.09357,52.8242,56.90196,48.74644,7/9/2018 13:06,,,,,,
,Adults,41.82602,45.32332,38.32873,53.03099,57.29979,48.76219,7/8/2018 11:52,,,,,,
,Voters,43.34873,47.58807,39.10939,52.47079,56.08833,48.85326,7/8/2018 11:52,,,,,,
,All polls,42.20303,46.35719,38.04887,52.9597,56.93379,48.9856,7/8/2018 11:51,,,,,,
,All polls,42.24339,46.35221,38.13456,52.88004,56.82691,48.93316,7/8/2018 11:52,,,,,,
,Voters,43.24845,47.43463,39.06227,52.53096,56.09221,48.96971,7/8/2018 11:53,,,,,,
,Adults,41.88363,45.32764,38.43961,52.91393,57.16098,48.66687,7/8/2018 11:52,,,,,,
,Voters,43.24845,47.43463,39.06227,52.53096,56.09221,48.96971,7/6/2018 18:19,,,,,,
,Adults,41.88363,45.32764,38.43961,52.91393,57.16098,48.66687,7/6/2018 18:19,,,,,,
,All polls,42.24339,46.35221,38.13456,52.88004,56.82691,48.93316,7/6/2018 18:19,,,,,,
,Voters,43.15408,47.40081,38.90735,52.65029,56.30008,49.00051,7/5/2018 13:37,,,,,,
,Adults,41.2733,44.87605,37.67055,52.5207,56.92675,48.11464,7/5/2018 13:37,,,,,,
,All polls,41.8582,46.1394,37.577,52.66431,56.72284,48.60578,7/5/2018 13:37,,,,,,
,Voters,42.79001,46.76908,38.81094,52.6356,56.25355,49.01765,7/5/2018 11:02,,,,,,
,Adults,41.18126,44.65923,37.70329,52.62317,57.0201,48.22625,7/5/2018 11:01,,,,,,
,All polls,41.83677,46.12439,37.54916,52.58812,56.61605,48.56019,7/5/2018 11:01,,,,,,
,Voters,42.79001,46.76908,38.81094,52.6356,56.25355,49.01765,7/3/2018 15:19,,,,,,
,Adults,41.18126,44.65923,37.70329,52.62317,57.0201,48.22625,7/3/2018 15:18,,,,,,
,All polls,41.83677,46.12439,37.54916,52.58812,56.61605,48.56019,7/3/2018 15:18,,,,,,
,Voters,43.01169,47.11168,38.9117,52.21621,55.86535,48.56707,7/2/2018 16:09,,,,,,
,Adults,41.2618,44.73164,37.79195,52.33257,56.81074,47.8544,7/2/2018 16:08,,,,,,
,All polls,42.00296,46.33168,37.67424,52.19925,56.27758,48.12093,7/2/2018 16:08,,,,,,
,Voters,42.93697,46.97179,38.90215,52.30202,55.95552,48.64853,7/1/2018 22:28,,,,,,
,All polls,41.79801,46.21166,37.38436,52.26242,56.48154,48.0433,7/1/2018 22:27,,,,,,
,Adults,41.02074,44.69521,37.34626,52.3112,57.04882,47.57358,7/1/2018 22:28,,,,,,
,Adults,40.90369,44.54564,37.26175,52.44347,57.05813,47.8288,7/1/2018 22:28,,,,,,
,All polls,41.75614,46.15191,37.36037,52.33812,56.46857,48.20767,7/1/2018 22:27,,,,,,
,Voters,42.97145,47.00262,38.94028,51.97178,55.65712,48.28644,7/1/2018 22:28,,,,,,
,Voters,42.97145,47.00262,38.94028,51.97178,55.65712,48.28644,6/29/2018 16:16,,,,,,
,Adults,40.90369,44.54564,37.26175,52.44347,57.05813,47.8288,6/29/2018 16:15,,,,,,
,All polls,41.75614,46.15191,37.36037,52.33812,56.46857,48.20767,6/29/2018 16:15,,,,,,
,Voters,43.17663,47.14687,39.20639,51.7826,55.43723,48.12798,6/28/2018 23:41,,,,,,
,Adults,41.14184,44.80126,37.48241,52.17743,56.80221,47.55266,6/28/2018 23:41,,,,,,
,All polls,41.89148,46.1884,37.59455,52.20862,56.31969,48.09754,6/28/2018 23:41,,,,,,
,Adults,41.13719,44.82021,37.45417,52.32512,57.02985,47.62038,6/27/2018 21:06,,,,,,
,Voters,43.1776,47.23542,39.11978,51.78136,55.56979,47.99294,6/27/2018 21:06,,,,,,
,All polls,41.87872,46.20515,37.55228,52.31686,56.48262,48.1511,6/27/2018 21:06,,,,,,
,Voters,43.1865,47.22231,39.1507,51.20868,55.01477,47.4026,6/26/2018 15:16,,,,,,
,Adults,41.62234,45.10894,38.13575,51.86994,56.56678,47.17309,6/26/2018 15:15,,,,,,
,All polls,42.19255,46.28198,38.10311,51.68388,55.91168,47.45608,6/26/2018 15:15,,,,,,
,Adults,41.64418,45.284,38.00436,51.83811,56.76707,46.90914,6/25/2018 13:06,,,,,,
,Voters,43.1451,47.27712,39.01308,51.36792,55.33155,47.40429,6/25/2018 13:06,,,,,,
,All polls,42.29508,46.51989,38.07027,51.5812,55.96755,47.19484,6/25/2018 13:06,,,,,,
,Voters,43.16301,47.23912,39.0869,51.37271,55.30425,47.44118,6/24/2018 20:56,,,,,,
,All polls,42.49755,46.72841,38.26668,51.60103,55.87486,47.32721,6/24/2018 20:55,,,,,,
,Adults,41.90523,45.59913,38.21133,51.86218,56.71532,47.00905,6/24/2018 20:56,,,,,,
,Adults,41.71001,45.36461,38.05542,51.8934,56.68364,47.10316,6/24/2018 20:56,,,,,,
,All polls,42.37092,46.59599,38.14586,51.61048,55.84713,47.37384,6/24/2018 20:55,,,,,,
,Voters,43.16301,47.23912,39.0869,51.37271,55.30425,47.44118,6/24/2018 20:56,,,,,,
,Adults,41.71001,45.36461,38.05542,51.8934,56.68364,47.10316,6/22/2018 14:02,,,,,,
,Voters,43.16301,47.23912,39.0869,51.37271,55.30425,47.44118,6/22/2018 14:03,,,,,,
,All polls,42.37092,46.59599,38.14586,51.61048,55.84713,47.37384,6/22/2018 14:02,,,,,,
,Voters,43.33474,47.42427,39.24522,51.11761,54.98519,47.25003,6/21/2018 14:51,,,,,,
,Adults,42.00172,45.68326,38.32019,51.48632,56.20991,46.76273,6/21/2018 14:50,,,,,,
,All polls,42.56531,46.77895,38.35168,51.34674,55.51594,47.17755,6/21/2018 14:50,,,,,,
,Voters,43.46984,47.4458,39.49389,51.1004,55.02865,47.17215,6/20/2018 17:01,,,,,,
,Adults,42.0325,45.71481,38.35019,51.43397,56.17836,46.68957,6/20/2018 17:00,,,,,,
,All polls,42.51168,46.68581,38.33755,51.4082,55.64787,47.16853,6/20/2018 17:00,,,,,,
,Voters,43.08958,47.24535,38.93382,51.52604,55.61811,47.43396,6/19/2018 14:46,,,,,,
,Adults,42.07304,45.91607,38.23001,51.28459,55.84297,46.7262,6/19/2018 14:46,,,,,,
,All polls,42.30142,46.61792,37.98492,51.53254,55.69429,47.37078,6/19/2018 14:46,,,,,,
,Adults,42.00614,45.90305,38.10923,51.34229,55.9958,46.68878,6/18/2018 21:13,,,,,,
,Voters,42.97183,47.18814,38.75552,51.62914,55.803,47.45528,6/18/2018 21:13,,,,,,
,All polls,42.23578,46.58569,37.88587,51.61955,55.84455,47.39454,6/18/2018 21:13,,,,,,
,All polls,42.0946,46.51889,37.67031,51.81807,56.27021,47.36592,6/18/2018 10:41,,,,,,
,Voters,43.42542,47.53836,39.31248,51.15118,55.32091,46.98145,6/18/2018 10:43,,,,,,
,Adults,41.52295,45.51684,37.52906,51.69101,56.85436,46.52765,6/18/2018 10:42,,,,,,
,All polls,42.0946,46.51889,37.67031,51.81807,56.27021,47.36592,6/18/2018 10:42,,,,,,
,Adults,41.52295,45.51684,37.52906,51.69101,56.85436,46.52765,6/18/2018 10:42,,,,,,
,Voters,43.42542,47.53836,39.31248,51.15118,55.32091,46.98145,6/18/2018 10:43,,,,,,
,Adults,41.52295,45.51684,37.52906,51.69101,56.85436,46.52765,6/15/2018 17:06,,,,,,
,Voters,43.42542,47.53836,39.31248,51.15118,55.32091,46.98145,6/15/2018 17:06,,,,,,
,All polls,42.0946,46.51889,37.67031,51.81807,56.27021,47.36592,6/15/2018 17:06,,,,,,
,Voters,43.3681,47.79952,38.93668,50.98183,55.38186,46.58181,6/14/2018 13:44,,,,,,
,Adults,40.8569,44.97878,36.73502,51.99017,57.3168,46.66354,6/14/2018 13:44,,,,,,
,All polls,41.79745,46.55552,37.03938,51.69241,56.25591,47.1289,6/14/2018 13:44,,,,,,
,Voters,42.78136,47.28187,38.28085,52.09525,55.8041,48.38641,6/13/2018 12:32,,,,,,
,Adults,40.13609,44.12427,36.14791,53.3097,57.79908,48.82032,6/13/2018 12:32,,,,,,
,All polls,41.43065,46.30013,36.56116,52.53515,56.54513,48.52517,6/13/2018 12:32,,,,,,
,Voters,42.87965,47.1901,38.56921,52.14505,55.84226,48.44783,6/12/2018 18:01,,,,,,
,Adults,40.02678,44.00515,36.04841,53.47269,57.67992,49.26547,6/12/2018 18:00,,,,,,
,All polls,41.56427,46.3984,36.73013,52.58851,56.49155,48.68547,6/12/2018 18:00,,,,,,
,Voters,42.78002,47.05462,38.50542,52.28406,56.01647,48.55165,6/11/2018 17:42,,,,,,
,Adults,40.01291,44.15876,35.86705,53.59898,57.98767,49.21029,6/11/2018 17:42,,,,,,
,All polls,41.50231,46.31091,36.69371,52.72633,56.68168,48.77098,6/11/2018 17:42,,,,,,
,Voters,42.79602,47.07527,38.51677,52.01387,55.78209,48.24566,6/11/2018 10:42,,,,,,
,Adults,40.18627,44.1668,36.20575,53.82103,58.28387,49.35818,6/11/2018 10:42,,,,,,
,All polls,41.62884,46.30679,36.9509,52.64178,56.67327,48.6103,6/11/2018 10:41,,,,,,
,Adults,40.18627,44.1668,36.20575,53.82103,58.28387,49.35818,6/9/2018 9:38,,,,,,
,Voters,42.79602,47.07527,38.51677,52.01387,55.78209,48.24566,6/9/2018 9:39,,,,,,
,All polls,41.62884,46.30679,36.9509,52.64178,56.67327,48.6103,6/9/2018 9:38,,,,,,
,Voters,43.00425,47.249,38.75949,51.7534,55.35022,48.15657,6/8/2018 10:58,,,,,,
,Adults,40.40632,44.38428,36.42836,53.67761,58.15964,49.19559,6/8/2018 10:57,,,,,,
,All polls,41.77634,46.39867,37.15401,52.53764,56.49903,48.57626,6/8/2018 10:57,,,,,,
,Adults,40.42962,44.4366,36.42265,53.62804,58.12687,49.12921,6/7/2018 18:49,,,,,,
,Voters,43.0961,47.39177,38.80043,51.68435,55.32727,48.04142,6/7/2018 18:50,,,,,,
,All polls,41.86653,46.54569,37.18737,52.44299,56.46883,48.41714,6/7/2018 18:49,,,,,,
,Adults,40.33237,44.18164,36.4831,53.70401,58.20762,49.20039,6/6/2018 14:32,,,,,,
,Voters,42.50404,47.12321,37.88488,51.87386,55.75295,47.99477,6/6/2018 14:33,,,,,,
,All polls,41.31416,46.17619,36.45213,52.56133,56.82624,48.29643,6/6/2018 14:32,,,,,,
,Voters,42.83619,47.29632,38.37606,52.36436,56.44799,48.28072,6/5/2018 17:26,,,,,,
,Adults,40.44235,44.26891,36.61578,53.55142,58.12204,48.9808,6/5/2018 17:25,,,,,,
,All polls,41.41488,46.30607,36.52369,52.99069,57.44323,48.53815,6/5/2018 17:25,,,,,,
,Adults,40.69446,44.56342,36.82551,53.40321,58.07833,48.72808,6/4/2018 13:07,,,,,,
,Voters,43.17106,47.4831,38.85902,52.14459,56.03664,48.25254,6/4/2018 13:08,,,,,,
,All polls,41.60794,46.52142,36.69447,52.91071,57.37832,48.44309,6/4/2018 13:07,,,,,,
,Voters,43.15339,47.38202,38.92475,52.21043,56.01282,48.40804,6/4/2018 9:54,,,,,,
,Adults,40.71766,44.81491,36.6204,52.98875,57.33851,48.63898,6/4/2018 9:54,,,,,,
,All polls,41.60918,46.61685,36.60152,52.67281,56.82168,48.52394,6/4/2018 9:54,,,,,,
,Voters,43.15339,47.38202,38.92475,52.21043,56.01282,48.40804,6/2/2018 12:57,,,,,,
,Adults,40.71766,44.81491,36.6204,52.98875,57.33851,48.63898,6/2/2018 12:56,,,,,,
,All polls,41.60918,46.61685,36.60152,52.67281,56.82168,48.52394,6/2/2018 12:56,,,,,,
,Voters,43.01175,47.50209,38.5214,52.32869,56.37272,48.28466,6/1/2018 21:08,,,,,,
,Adults,40.71828,45.00206,36.43449,53.13774,57.69502,48.58045,6/1/2018 21:07,,,,,,
,All polls,41.61631,46.76508,36.46754,52.77813,57.09711,48.45916,6/1/2018 21:07,,,,,,
,Voters,42.98384,47.42033,38.54734,52.50377,56.47745,48.5301,5/31/2018 17:55,,,,,,
,Adults,40.8495,45.20844,36.49056,53.17712,57.59083,48.76342,5/31/2018 17:54,,,,,,
,All polls,41.64616,46.65631,36.63602,52.86674,57.08433,48.64916,5/31/2018 17:54,,,,,,
,Voters,43.83958,47.86734,39.81181,51.92925,55.54719,48.31131,5/30/2018 13:43,,,,,,
,Adults,41.6642,46.19542,37.13298,52.75167,57.16856,48.33477,5/30/2018 13:42,,,,,,
,All polls,42.29955,47.36211,37.23699,52.50706,56.68705,48.32707,5/30/2018 13:42,,,,,,
,Voters,43.78471,48.00598,39.56345,51.98037,55.68697,48.27377,5/29/2018 12:18,,,,,,
,Adults,41.76685,46.27399,37.2597,52.83926,57.10227,48.57626,5/29/2018 12:17,,,,,,
,All polls,42.40171,47.43848,37.36494,52.54118,56.67525,48.4071,5/29/2018 12:17,,,,,,
,Voters,43.84,48.07837,39.60162,51.94191,55.66272,48.2211,5/28/2018 13:07,,,,,,
,Adults,41.99337,46.44605,37.54069,52.63074,56.84883,48.41265,5/28/2018 13:07,,,,,,
,All polls,42.58736,47.59115,37.58356,52.37592,56.55123,48.2006,5/28/2018 13:07,,,,,,
,Adults,42.22683,46.71849,37.73516,52.47744,56.71225,48.24262,5/28/2018 10:43,,,,,,
,Voters,43.79807,47.93915,39.65698,52.02154,55.67247,48.37062,5/28/2018 10:43,,,,,,
,All polls,42.70038,47.60936,37.7914,52.33014,56.44835,48.21194,5/28/2018 10:42,,,,,,
,Voters,43.79807,47.93915,39.65698,52.02154,55.67247,48.37062,5/26/2018 13:24,,,,,,
,Adults,42.22683,46.71849,37.73516,52.47744,56.71225,48.24262,5/26/2018 13:24,,,,,,
,All polls,42.70038,47.60936,37.7914,52.33014,56.44835,48.21194,5/26/2018 13:24,,,,,,
,Voters,43.59041,47.81569,39.36513,52.06197,55.76548,48.35845,5/25/2018 14:46,,,,,,
,Adults,41.50639,45.83837,37.1744,52.96363,57.37342,48.55385,5/25/2018 14:46,,,,,,
,All polls,42.25806,47.25497,37.26115,52.62941,56.86843,48.3904,5/25/2018 14:46,,,,,,
,Voters,43.5501,47.72892,39.37128,52.11543,55.78275,48.44812,5/24/2018 21:44,,,,,,
,Adults,41.47203,45.78203,37.16203,53.01518,57.25254,48.77782,5/24/2018 21:44,,,,,,
,All polls,42.22643,47.19799,37.25487,52.69279,56.86397,48.52161,5/24/2018 21:44,,,,,,
,Adults,41.43077,45.70835,37.15319,53.05821,57.36764,48.74878,5/23/2018 11:47,,,,,,
,Voters,43.61057,47.892,39.32914,52.01884,55.57538,48.46231,5/23/2018 11:47,,,,,,
,All polls,42.15873,47.17198,37.14547,52.63732,56.82398,48.45066,5/23/2018 11:47,,,,,,
,Voters,44.31966,48.31804,40.32127,51.37411,54.87713,47.87108,5/22/2018 21:49,,,,,,
,Adults,41.62594,45.79783,37.45405,53.08809,57.27891,48.89727,5/22/2018 21:49,,,,,,
,All polls,42.2518,47.08882,37.41478,52.59256,56.75544,48.42968,5/22/2018 21:49,,,,,,
,Adults,41.47403,45.71925,37.22882,53.08644,57.38991,48.78297,5/21/2018 18:36,,,,,,
,Voters,43.82499,47.70023,39.94974,51.68853,55.20375,48.17332,5/21/2018 18:36,,,,,,
,All polls,42.01738,46.76234,37.27242,52.68593,56.84747,48.52439,5/21/2018 18:36,,,,,,
,Voters,43.97738,47.95423,40.00054,51.6349,55.18774,48.08205,5/21/2018 10:21,,,,,,
,All polls,42.38191,47.02366,37.74016,52.34803,56.14386,48.55221,5/21/2018 10:19,,,,,,
,Adults,41.89252,45.9326,37.85244,52.66195,56.54877,48.77513,5/21/2018 10:20,,,,,,
,Adults,41.89252,45.9326,37.85244,52.66195,56.54877,48.77513,5/21/2018 10:21,,,,,,
,All polls,42.38191,47.02366,37.74016,52.34803,56.14386,48.55221,5/21/2018 10:20,,,,,,
,Voters,43.97738,47.95423,40.00054,51.6349,55.18774,48.08205,5/21/2018 10:21,,,,,,
,Adults,41.89252,45.9326,37.85244,52.66195,56.54877,48.77513,5/18/2018 22:40,,,,,,
,Voters,43.97738,47.95423,40.00054,51.6349,55.18774,48.08205,5/18/2018 22:40,,,,,,
,All polls,42.38191,47.02366,37.74016,52.34803,56.14386,48.55221,5/18/2018 22:39,,,,,,
,Voters,44.0947,48.03394,40.15546,51.43144,54.81656,48.04632,5/17/2018 19:42,,,,,,
,Adults,41.84563,45.92268,37.76858,52.42226,56.35785,48.48668,5/17/2018 19:42,,,,,,
,All polls,42.26259,46.84184,37.68333,52.27131,56.0258,48.51682,5/17/2018 19:42,,,,,,
,Voters,44.02909,47.94313,40.11504,51.47376,54.87785,48.06966,5/16/2018 14:31,,,,,,
,Adults,41.79456,45.81722,37.7719,52.57684,56.58858,48.56509,5/16/2018 14:30,,,,,,
,All polls,42.14801,46.6746,37.62143,52.41426,56.22262,48.6059,5/16/2018 14:30,,,,,,
,Voters,44.40396,48.37751,40.43041,51.21085,54.7344,47.68729,5/15/2018 21:29,,,,,,
,Adults,41.96143,45.9219,38.00096,52.51834,56.50314,48.53353,5/15/2018 21:29,,,,,,
,All polls,42.32984,46.77917,37.88051,52.35731,56.17436,48.54026,5/15/2018 21:29,,,,,,
,Adults,41.64623,45.55759,37.73487,52.55623,56.65903,48.45343,5/14/2018 17:02,,,,,,
,Voters,43.98285,47.99894,39.96676,51.49353,55.10661,47.88045,5/14/2018 17:02,,,,,,
,All polls,42.09991,46.59303,37.60678,52.39321,56.30078,48.48564,5/14/2018 17:02,,,,,,
,Voters,44.05393,48.22047,39.88739,51.25135,54.97166,47.53104,5/14/2018 10:44,,,,,,
,Adults,41.87981,45.77145,37.98818,52.13836,56.799,47.47772,5/14/2018 10:44,,,,,,
,All polls,42.12308,46.61304,37.63313,52.04174,56.49206,47.59143,5/14/2018 10:43,,,,,,
,Adults,41.87981,45.77145,37.98818,52.13836,56.799,47.47772,5/12/2018 0:07,,,,,,
,Voters,44.05393,48.22047,39.88739,51.25135,54.97166,47.53104,5/12/2018 0:07,,,,,,
,All polls,42.12308,46.61304,37.63313,52.04174,56.49206,47.59143,5/12/2018 0:07,,,,,,
,Adults,41.77017,45.70439,37.83595,51.98849,56.70039,47.2766,5/11/2018 10:43,,,,,,
,Voters,43.86341,48.11758,39.60924,51.41866,55.23137,47.60595,5/11/2018 10:43,,,,,,
,All polls,42.02566,46.59457,37.45675,51.97548,56.48686,47.4641,5/11/2018 10:43,,,,,,
,Voters,43.78321,47.95056,39.61585,51.52347,55.26585,47.78109,5/10/2018 14:39,,,,,,
,Adults,41.77017,45.70439,37.83595,51.98849,56.70039,47.2766,5/10/2018 14:39,,,,,,
,All polls,41.96571,46.42638,37.50503,52.03023,56.47843,47.58202,5/10/2018 14:39,,,,,,
,Voters,43.90227,48.30992,39.49461,51.34514,55.20992,47.48036,5/9/2018 12:55,,,,,,
,Adults,41.68295,45.87519,37.49071,51.72627,56.67642,46.77612,5/9/2018 12:55,,,,,,
,All polls,41.8737,46.47055,37.27686,51.90628,56.46203,47.35053,5/9/2018 12:55,,,,,,
,All polls,41.90759,46.5938,37.22139,52.25288,56.27576,48.23,5/8/2018 13:07,,,,,,
,Adults,41.55399,45.77575,37.33223,52.40225,56.59284,48.21166,5/8/2018 13:08,,,,,,
,Voters,44.27958,48.8196,39.73957,50.97989,54.99482,46.96497,5/8/2018 13:09,,,,,,
,All polls,42.01726,46.85077,37.18374,51.94051,56.04368,47.83735,5/8/2018 13:07,,,,,,
,Adults,41.64465,46.02981,37.25948,51.93254,56.21013,47.65496,5/8/2018 13:08,,,,,,
,Voters,44.40765,48.99738,39.81792,50.87634,54.92538,46.8273,5/8/2018 13:09,,,,,,
,Voters,44.46766,49.22652,39.70879,51.08508,55.21093,46.95922,5/8/2018 13:09,,,,,,
,Adults,41.63478,46.23344,37.03612,51.85504,56.33564,47.37445,5/8/2018 13:08,,,,,,
,All polls,42.0897,47.08581,37.09359,52.03342,56.22984,47.83699,5/8/2018 13:07,,,,,,
,Adults,41.63478,46.23344,37.03612,51.85504,56.33564,47.37445,5/8/2018 13:08,,,,,,
,All polls,42.0897,47.08581,37.09359,52.03342,56.22984,47.83699,5/8/2018 13:08,,,,,,
,Voters,44.46766,49.22652,39.70879,51.08508,55.21093,46.95922,5/8/2018 13:09,,,,,,
,Adults,40.6316,44.33444,36.92875,52.52063,56.79234,48.24892,5/4/2018 9:35,,,,,,
,Voters,43.6785,48.15509,39.20191,51.79247,55.71738,47.86755,5/4/2018 9:35,,,,,,
,All polls,41.41713,46.11049,36.72378,52.48483,56.55785,48.41181,5/4/2018 9:35,,,,,,
,Voters,43.54569,47.88125,39.21012,51.8676,55.74757,47.98762,5/3/2018 14:54,,,,,,
,Adults,40.6316,44.33444,36.92875,52.52063,56.79234,48.24892,5/3/2018 14:54,,,,,,
,All polls,41.31839,45.84707,36.7897,52.53112,56.56741,48.49483,5/3/2018 14:54,,,,,,
,Voters,43.28582,47.49665,39.07499,52.10906,55.99072,48.22739,5/2/2018 9:39,,,,,,
,Adults,40.41153,44.0333,36.78975,53.05294,57.58961,48.51627,5/2/2018 9:39,,,,,,
,All polls,41.15172,45.58456,36.71887,52.91795,57.06516,48.77075,5/2/2018 9:39,,,,,,
,Voters,43.46177,47.69133,39.2322,51.83176,55.74319,47.92033,5/1/2018 15:07,,,,,,
,Adults,40.40989,44.10563,36.71415,53.1492,57.61831,48.68009,5/1/2018 15:07,,,,,,
,All polls,41.21312,45.61552,36.81073,52.94305,57.03444,48.85167,5/1/2018 15:07,,,,,,
,Adults,39.54348,43.30031,35.78666,54.13103,58.57912,49.68293,4/30/2018 13:09,,,,,,
,Voters,42.08463,46.4336,37.73566,53.31245,56.81771,49.80718,4/30/2018 13:09,,,,,,
,All polls,40.64146,45.26828,36.01463,53.66854,57.75338,49.58371,4/30/2018 13:09,,,,,,
,Voters,42.05209,46.33183,37.77235,53.37514,56.8462,49.90408,4/30/2018 9:40,,,,,,
,Adults,39.13266,42.79609,35.46922,54.52254,58.97005,50.07502,4/30/2018 9:40,,,,,,
,All polls,40.37253,44.99648,35.74857,53.95501,58.05793,49.85208,4/30/2018 9:39,,,,,,
,Voters,42.05209,46.33183,37.77235,53.37514,56.8462,49.90408,4/28/2018 13:09,,,,,,
,Adults,39.13266,42.79609,35.46922,54.52254,58.97005,50.07502,4/28/2018 13:09,,,,,,
,All polls,40.37253,44.99648,35.74857,53.95501,58.05793,49.85208,4/28/2018 13:09,,,,,,
,Voters,42.23556,46.56566,37.90546,53.18722,56.6244,49.75004,4/27/2018 9:41,,,,,,
,Adults,39.42226,43.14781,35.69671,54.15064,58.64228,49.65901,4/27/2018 9:41,,,,,,
,All polls,40.59867,45.23362,35.96373,53.73807,57.81954,49.6566,4/27/2018 9:41,,,,,,
,Voters,42.22429,46.52462,37.92395,53.21845,56.6489,49.78799,4/26/2018 17:15,,,,,,
,Adults,39.42226,43.14781,35.69671,54.15064,58.64228,49.65901,4/26/2018 17:15,,,,,,
,All polls,40.59169,45.18468,35.99869,53.74832,57.82174,49.6749,4/26/2018 17:15,,,,,,
,Voters,42.11814,46.45359,37.78269,53.1568,56.6129,49.7007,4/25/2018 18:19,,,,,,
,Adults,39.29548,42.77197,35.81899,54.25216,58.77565,49.72866,4/25/2018 18:19,,,,,,
,All polls,40.51619,45.10563,35.92674,53.66458,57.81526,49.5139,4/25/2018 18:19,,,,,,
,Voters,41.7774,46.24668,37.30811,53.26458,57.03896,49.4902,4/24/2018 14:45,,,,,,
,Adults,39.47373,42.96815,35.9793,54.63929,58.49807,50.78052,4/24/2018 14:45,,,,,,
,All polls,40.34375,44.89376,35.79375,53.9503,58.07297,49.82763,4/24/2018 14:45,,,,,,
,Voters,41.86631,46.51498,37.21763,53.56692,57.54694,49.58689,4/23/2018 13:08,,,,,,
,Adults,39.19358,42.56982,35.81734,55.05031,59.06256,51.03806,4/23/2018 13:08,,,,,,
,All polls,40.16019,44.8392,35.48119,54.26084,58.52941,49.99227,4/23/2018 13:08,,,,,,
,Adults,39.2908,42.70022,35.88139,55.13512,59.30345,50.96679,4/23/2018 9:39,,,,,,
,Voters,41.86242,46.42995,37.29489,53.66699,57.5411,49.79288,4/23/2018 9:40,,,,,,
,All polls,40.28197,44.93927,35.62468,54.28614,58.5733,49.99897,4/23/2018 9:38,,,,,,
,Adults,39.2908,42.70022,35.88139,55.13512,59.30345,50.96679,4/23/2018 9:39,,,,,,
