modeldate,subgroup,approve_estimate,approve_hi,approve_lo,disapprove_estimate,disapprove_hi,disapprove_lo,timestamp,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Voters,42.97749,47.48946,38.46552,53.24595,57.52284,48.96906,2/18/2019 0:24,,,,,,
,All polls,41.84088,46.76138,36.92039,53.80352,58.26847,49.33858,2/18/2019 0:23,,,,,,
,Voters,42.96331,47.48746,38.43917,53.19065,57.46272,48.91859,2/17/2019 0:27,,,,,,
,Adults,40.15818,44.18658,36.12978,54.96553,59.65983,50.27122,2/17/2019 0:26,,,,,,
,All polls,41.84582,46.77102,36.92063,53.70815,58.18656,49.22974,2/17/2019 0:26,,,,,,
,Voters,42.95282,47.47875,38.42688,53.17573,57.44268,48.90878,2/16/2019 17:34,,,,,,
,Adults,40.04198,43.96783,36.11614,55.03495,59.63465,50.43524,2/16/2019 17:33,,,,,,
,All polls,41.77002,46.69679,36.84324,53.74489,58.20173,49.28805,2/16/2019 17:33,,,,,,
,Voters,42.90593,47.61831,38.19355,53.40847,57.73329,49.08366,2/15/2019 23:50,,,,,,
,Adults,40.04198,43.96783,36.11614,55.03495,59.63465,50.43524,2/15/2019 23:49,,,,,,
,All polls,41.65232,46.78399,36.52064,53.96961,58.49956,49.43966,2/15/2019 23:49,,,,,,
,Voters,42.84945,47.59914,38.09976,53.41948,57.74429,49.09467,2/14/2019 23:10,,,,,,
,Adults,39.94764,43.81956,36.07572,55.07407,59.62433,50.52381,2/14/2019 23:09,,,,,,
,All polls,41.50784,46.63584,36.37984,54.09067,58.63355,49.54778,2/14/2019 23:09,,,,,,
,Voters,42.83984,47.52127,38.15841,53.41368,57.6349,49.19247,2/13/2019 22:35,,,,,,
,Adults,39.78507,43.65162,35.91852,55.22072,59.7451,50.69634,2/13/2019 22:34,,,,,,
,All polls,41.47137,46.60106,36.34167,54.1261,58.58344,49.66877,2/13/2019 22:34,,,,,,
,Adults,39.2173,42.79818,35.63642,55.90938,60.32192,51.49683,2/12/2019 21:33,,,,,,
,Voters,42.27277,46.84354,37.70199,53.68688,57.84,49.53377,2/12/2019 21:34,,,,,,
,All polls,40.46846,45.60881,35.32811,54.94781,59.49847,50.39716,2/12/2019 21:33,,,,,,
,Voters,42.14777,46.87799,37.41756,53.9542,58.08735,49.82106,2/11/2019 20:08,,,,,,
,Adults,39.3547,42.99496,35.71443,55.72991,60.1794,51.28043,2/11/2019 20:07,,,,,,
,All polls,40.36388,45.5598,35.16795,55.08048,59.64238,50.51858,2/11/2019 20:07,,,,,,
,Voters,42.04487,46.40926,37.68048,54.05088,57.80891,50.29285,2/10/2019 10:38,,,,,,
,All polls,40.22179,45.03576,35.40783,55.14785,59.45002,50.84567,2/10/2019 10:35,,,,,,
,Adults,39.30507,42.91326,35.69688,55.64968,60.08082,51.21855,2/10/2019 10:37,,,,,,
,Adults,39.29391,42.89725,35.69057,55.66657,60.04242,51.29073,2/10/2019 10:37,,,,,,
,Voters,41.98431,46.30135,37.66727,54.07937,57.80133,50.35741,2/10/2019 10:38,,,,,,
,All polls,40.2227,45.00706,35.43834,55.14678,59.40456,50.88899,2/10/2019 10:36,,,,,,
,Voters,41.98431,46.30135,37.66727,54.07937,57.80133,50.35741,2/8/2019 22:59,,,,,,
,Adults,39.29391,42.89725,35.69057,55.66657,60.04242,51.29073,2/8/2019 22:58,,,,,,
,All polls,40.2227,45.00706,35.43834,55.14678,59.40456,50.88899,2/8/2019 22:58,,,,,,
,Adults,39.245,42.82873,35.66126,55.73035,60.01988,51.44082,2/7/2019 17:37,,,,,,
,Voters,41.76154,45.84394,37.67914,54.25367,57.81762,50.68972,2/7/2019 17:38,,,,,,
,All polls,40.06154,44.58393,35.53915,55.33101,59.4453,51.21672,2/7/2019 17:37,,,,,,
,Voters,41.62054,45.5456,37.69547,54.38211,57.80077,50.96345,2/6/2019 18:51,,,,,,
,Adults,39.17336,42.73155,35.61517,55.76817,60.01005,51.52628,2/6/2019 18:50,,,,,,
,All polls,39.96864,44.35031,35.58698,55.41613,59.42772,51.40454,2/6/2019 18:50,,,,,,
,Voters,41.49454,45.30361,37.68546,54.59675,57.97849,51.21502,2/5/2019 22:40,,,,,,
,Adults,39.29878,42.86958,35.72797,55.76375,59.98305,51.54445,2/5/2019 22:39,,,,,,
,All polls,39.93347,44.14876,35.71819,55.55317,59.51197,51.59438,2/5/2019 22:39,,,,,,
,Voters,41.01645,44.64754,37.38536,55.08982,58.37132,51.80831,2/4/2019 23:55,,,,,,
,Adults,39.28359,42.94529,35.62189,55.83174,60.09927,51.56421,2/4/2019 23:54,,,,,,
,All polls,39.78125,43.85979,35.7027,55.73052,59.6144,51.84664,2/4/2019 23:54,,,,,,
,Adults,38.89598,42.76964,35.02231,56.25002,60.79262,51.70742,2/3/2019 23:54,,,,,,
,Voters,40.7788,44.50665,37.05096,55.35003,58.76129,51.93878,2/3/2019 23:55,,,,,,
,All polls,39.53487,43.6837,35.38604,55.9651,60.05373,51.87647,2/3/2019 23:54,,,,,,
,Voters,40.76747,44.46651,37.06842,55.30098,58.66619,51.93577,2/2/2019 10:09,,,,,,
,Adults,38.97214,42.81151,35.13277,56.17984,60.68752,51.67216,2/2/2019 10:08,,,,,,
,All polls,39.5565,43.67432,35.43868,55.92448,59.98165,51.8673,2/2/2019 10:08,,,,,,
,Adults,38.92126,42.73114,35.11139,56.18649,60.65879,51.71418,2/1/2019 23:41,,,,,,
,Voters,40.72831,44.40322,37.0534,55.30827,58.66257,51.95397,2/1/2019 23:42,,,,,,
,All polls,39.50685,43.6105,35.40319,55.9334,59.96553,51.90127,2/1/2019 23:41,,,,,,
,Adults,38.8746,42.69644,35.05275,56.21391,60.66761,51.7602,1/31/2019 17:05,,,,,,
,Voters,40.76448,44.42694,37.10202,55.20304,58.54244,51.86365,1/31/2019 17:06,,,,,,
,All polls,39.50443,43.59837,35.41048,55.90749,59.92572,51.88926,1/31/2019 17:05,,,,,,
,Voters,40.77748,44.43488,37.12009,55.21791,58.58172,51.85409,1/30/2019 21:03,,,,,,
,Adults,38.8746,42.69644,35.05275,56.21391,60.66761,51.7602,1/30/2019 21:02,,,,,,
,All polls,39.51259,43.58683,35.43836,55.92022,59.95745,51.88299,1/30/2019 21:02,,,,,,
,Voters,40.87305,44.56903,37.17707,55.13858,58.4991,51.77806,1/29/2019 23:55,,,,,,
,Adults,39.12983,42.99443,35.26522,56.15456,60.6399,51.66923,1/29/2019 23:54,,,,,,
,All polls,39.78958,43.87445,35.70471,55.77966,59.82325,51.73607,1/29/2019 23:54,,,,,,
,Voters,40.9616,44.54512,37.37807,55.31767,58.80248,51.83286,1/28/2019 19:46,,,,,,
,Adults,39.04753,43.02446,35.0706,56.28809,60.84243,51.73375,1/28/2019 19:45,,,,,,
,All polls,39.76567,43.94951,35.58183,55.89702,60.04996,51.74408,1/28/2019 19:45,,,,,,
,Voters,40.42616,44.05666,36.79565,55.58136,59.08288,52.07985,1/27/2019 23:28,,,,,,
,Adults,38.52261,42.5306,34.51463,56.46836,61.08899,51.84774,1/27/2019 23:27,,,,,,
,All polls,39.42558,43.66034,35.19081,56.03046,60.25256,51.80835,1/27/2019 23:27,,,,,,
,Voters,40.40027,44.03774,36.7628,55.53305,59.0279,52.0382,1/27/2019 8:41,,,,,,
,Adults,38.25626,42.09746,34.41505,56.42288,61.19769,51.64807,1/27/2019 8:40,,,,,,
,All polls,39.2754,43.51332,35.03749,55.98466,60.30028,51.66903,1/27/2019 8:39,,,,,,
,Adults,38.25626,42.09746,34.41505,56.42288,61.19769,51.64807,1/25/2019 21:16,,,,,,
,Voters,40.40027,44.03774,36.7628,55.53305,59.0279,52.0382,1/25/2019 21:17,,,,,,
,All polls,39.2754,43.51332,35.03749,55.98466,60.30028,51.66903,1/25/2019 21:16,,,,,,
,Voters,41.03642,44.36345,37.7094,54.96578,58.33506,51.5965,1/24/2019 23:32,,,,,,
,Adults,38.58607,42.54532,34.62682,56.32202,61.2904,51.35363,1/24/2019 23:31,,,,,,
,All polls,39.53005,43.78925,35.27085,55.88322,60.33078,51.43567,1/24/2019 23:31,,,,,,
,Adults,38.50995,42.44344,34.57647,56.30651,61.26338,51.34965,1/23/2019 20:21,,,,,,
,Voters,41.07663,44.41062,37.74263,54.94678,58.3043,51.58926,1/23/2019 20:22,,,,,,
,All polls,39.52579,43.78509,35.26649,55.86371,60.31048,51.41695,1/23/2019 20:21,,,,,,
,Adults,39.42207,42.97089,35.87324,55.19516,59.09583,51.29448,1/22/2019 21:33,,,,,,
,Voters,41.42202,44.82443,38.0196,54.44519,57.88282,51.00756,1/22/2019 21:33,,,,,,
,All polls,40.16071,44.02472,36.29669,54.98617,58.71482,51.25752,1/22/2019 21:32,,,,,,
,Voters,41.33651,44.77224,37.90079,54.73135,57.97118,51.49152,1/21/2019 23:48,,,,,,
,Adults,39.07627,42.82129,35.33126,55.55013,59.65948,51.44077,1/21/2019 23:47,,,,,,
,All polls,39.97243,44.13868,35.80618,55.28178,59.01529,51.54826,1/21/2019 23:47,,,,,,
,Voters,41.42671,44.89943,37.95398,54.59335,57.76016,51.42654,1/20/2019 21:21,,,,,,
,Adults,39.106,42.83763,35.37437,55.55056,59.65487,51.44624,1/20/2019 21:20,,,,,,
,All polls,40.04978,44.2016,35.89796,55.20079,58.92226,51.47931,1/20/2019 21:20,,,,,,
,Voters,41.39695,44.85084,37.94306,54.51344,57.61982,51.40707,1/20/2019 0:09,,,,,,
,Adults,39.06089,42.77406,35.34771,55.50785,59.60451,51.41118,1/20/2019 0:08,,,,,,
,All polls,40.00951,44.12838,35.89064,55.16333,58.86282,51.46384,1/20/2019 0:07,,,,,,
,Voters,41.39695,44.85084,37.94306,54.51344,57.61982,51.40707,1/18/2019 23:50,,,,,,
,Adults,39.06089,42.77406,35.34771,55.50785,59.60451,51.41118,1/18/2019 23:49,,,,,,
,All polls,40.00951,44.12838,35.89064,55.16333,58.86282,51.46384,1/18/2019 23:49,,,,,,
,Voters,41.28986,44.73545,37.84427,54.58846,57.80456,51.37236,1/17/2019 19:02,,,,,,
,Adults,39.02931,42.63194,35.42668,55.45872,59.55831,51.35913,1/17/2019 19:01,,,,,,
,All polls,39.93794,43.95756,35.91832,55.18438,58.94306,51.42569,1/17/2019 19:01,,,,,,
,Adults,39.44763,43.16158,35.73369,54.93596,59.1532,50.71873,1/16/2019 18:34,,,,,,
,Voters,41.31862,44.76616,37.87109,54.48079,57.65026,51.31132,1/16/2019 18:35,,,,,,
,All polls,40.18261,44.20453,36.16068,54.89212,58.68056,51.10367,1/16/2019 18:34,,,,,,
,Voters,41.86878,45.30936,38.4282,54.01814,57.23234,50.80393,1/15/2019 17:10,,,,,,
,Adults,40.07089,43.9482,36.19357,54.59599,58.77873,50.41324,1/15/2019 17:09,,,,,,
,All polls,40.8077,44.82867,36.78672,54.47945,58.1537,50.80519,1/15/2019 17:09,,,,,,
,Adults,40.08126,43.90432,36.2582,54.5193,58.44971,50.58889,1/14/2019 17:06,,,,,,
,Voters,41.66304,45.29533,38.03076,54.11945,57.52865,50.71026,1/14/2019 17:07,,,,,,
,All polls,40.72627,44.97514,36.47739,54.37969,57.97018,50.7892,1/14/2019 17:06,,,,,,
,Adults,39.70861,43.54762,35.86961,54.67443,58.79521,50.55365,1/13/2019 23:31,,,,,,
,Voters,41.81806,45.66408,37.97205,53.88078,57.43326,50.32831,1/13/2019 23:32,,,,,,
,All polls,40.50577,45.18361,35.82793,54.32418,58.15429,50.49408,1/13/2019 23:31,,,,,,
,Voters,41.91363,45.73494,38.09233,53.75868,57.24807,50.26929,1/12/2019 10:07,,,,,,
,Adults,40.43567,43.75419,37.11715,54.13609,58.27178,50.0004,1/12/2019 10:06,,,,,,
,All polls,40.99324,45.30286,36.68363,53.9366,57.60118,50.27201,1/12/2019 10:06,,,,,,
,Voters,41.91311,45.75075,38.07547,53.75307,57.26566,50.24047,1/11/2019 20:21,,,,,,
,Adults,40.41727,43.71166,37.12288,54.0993,58.32798,49.87061,1/11/2019 20:20,,,,,,
,All polls,40.98552,45.3082,36.66283,53.90371,57.63545,50.17197,1/11/2019 20:20,,,,,,
,Voters,41.92067,45.78575,38.05559,53.68281,57.18637,50.17924,1/10/2019 18:19,,,,,,
,Adults,40.4232,43.7128,37.1336,54.1909,58.19469,50.1871,1/10/2019 18:18,,,,,,
,All polls,40.99633,45.31301,36.67964,53.91439,57.52531,50.30347,1/10/2019 18:18,,,,,,
,Voters,42.00117,45.97233,38.03001,53.61448,57.14816,50.08079,1/9/2019 17:07,,,,,,
,Adults,40.43377,43.72557,37.14196,54.13043,58.14738,50.11348,1/9/2019 17:06,,,,,,
,All polls,41.0979,45.50625,36.68956,53.82323,57.44868,50.19779,1/9/2019 17:06,,,,,,
,Voters,42.00666,45.97326,38.04007,53.54546,57.08308,50.00784,1/8/2019 19:04,,,,,,
,Adults,40.56102,43.91916,37.20288,54.09017,58.14569,50.03465,1/8/2019 19:03,,,,,,
,All polls,41.07297,45.43033,36.71561,53.77522,57.41482,50.13561,1/8/2019 19:03,,,,,,
,Adults,40.83181,44.27734,37.38628,53.87444,57.93349,49.81538,1/7/2019 17:14,,,,,,
,Voters,42.22881,46.53786,37.91975,53.44289,56.89986,49.98592,1/7/2019 17:15,,,,,,
,All polls,41.25354,45.99488,36.51219,53.64553,57.29248,49.99859,1/7/2019 17:14,,,,,,
,Voters,42.26724,46.4968,38.03768,53.46757,57.0406,49.89454,1/7/2019 9:10,,,,,,
,Adults,40.93617,44.31842,37.55392,53.66079,57.73924,49.58234,1/7/2019 9:09,,,,,,
,All polls,41.39238,45.96121,36.82354,53.48969,57.23706,49.74231,1/7/2019 9:08,,,,,,
,Adults,40.93617,44.31842,37.55392,53.66079,57.73924,49.58234,1/5/2019 9:12,,,,,,
,Voters,42.26724,46.4968,38.03768,53.46757,57.0406,49.89454,1/5/2019 9:13,,,,,,
,All polls,41.39238,45.96121,36.82354,53.48969,57.23706,49.74231,1/5/2019 9:12,,,,,,
,Adults,40.95282,44.33853,37.5671,53.58542,57.69488,49.47597,1/4/2019 17:07,,,,,,
,Voters,42.32024,46.52618,38.1143,53.36796,56.88511,49.8508,1/4/2019 17:08,,,,,,
,All polls,41.39361,45.93959,36.84764,53.43797,57.19776,49.67819,1/4/2019 17:07,,,,,,
,Voters,42.31845,46.54948,38.08741,53.33292,56.97085,49.69498,1/3/2019 23:44,,,,,,
,Adults,40.95282,44.33853,37.5671,53.58542,57.69488,49.47597,1/3/2019 23:43,,,,,,
,All polls,41.41052,45.94683,36.87421,53.39727,57.24423,49.55031,1/3/2019 23:43,,,,,,
,Voters,42.34768,46.54735,38.14802,53.35385,56.9086,49.79909,1/2/2019 20:16,,,,,,
,Adults,40.90391,44.37734,37.43047,53.58268,57.77653,49.38884,1/2/2019 20:16,,,,,,
,All polls,41.37045,45.85971,36.88118,53.45509,57.36545,49.54472,1/2/2019 20:16,,,,,,
,Voters,42.50409,46.83732,38.17085,53.18977,56.83775,49.54178,1/1/2019 23:03,,,,,,
,Adults,41.14145,44.767,37.51589,53.42892,57.78075,49.0771,1/1/2019 23:02,,,,,,
,All polls,41.44894,45.99434,36.90355,53.39114,57.42306,49.35923,1/1/2019 23:02,,,,,,
,Voters,42.56866,46.93302,38.20431,53.09455,56.7145,49.4746,12/31/2018 17:10,,,,,,
,Adults,41.18989,44.81197,37.56781,53.38986,57.69598,49.08374,12/31/2018 17:09,,,,,,
,All polls,41.45969,45.99998,36.91939,53.3708,57.34925,49.39236,12/31/2018 17:09,,,,,,
,Voters,42.51141,46.88235,38.14046,53.14865,56.73256,49.56474,12/30/2018 18:46,,,,,,
,Adults,41.13201,44.73817,37.52585,53.4039,57.67889,49.12892,12/30/2018 18:45,,,,,,
,All polls,41.42773,45.97874,36.87672,53.36136,57.32374,49.39898,12/30/2018 18:45,,,,,,
,Voters,42.50721,46.90038,38.11405,53.03738,56.62629,49.44847,12/29/2018 1:05,,,,,,
,Adults,41.13805,44.80083,37.47527,53.28939,57.61937,48.95942,12/29/2018 1:04,,,,,,
,All polls,41.41588,45.98991,36.84185,53.28873,57.2809,49.29655,12/29/2018 1:04,,,,,,
,Voters,42.49585,46.90769,38.084,52.94865,56.54966,49.34764,12/28/2018 17:20,,,,,,
,Adults,41.28329,44.80495,37.76164,53.19054,57.49588,48.88519,12/28/2018 17:19,,,,,,
,All polls,41.47333,46.02473,36.92193,53.24946,57.23678,49.26215,12/28/2018 17:19,,,,,,
,Voters,42.5213,46.95051,38.09209,52.92836,56.52213,49.33459,12/27/2018 17:12,,,,,,
,Adults,41.28329,44.80495,37.76164,53.19054,57.49588,48.88519,12/27/2018 17:11,,,,,,
,All polls,41.49231,46.04447,36.94014,53.23375,57.22395,49.24355,12/27/2018 17:11,,,,,,
,Voters,42.50584,46.96583,38.04586,52.97219,56.62072,49.32366,12/26/2018 18:50,,,,,,
,Adults,41.13368,44.59251,37.67485,53.25821,57.48458,49.03184,12/26/2018 18:49,,,,,,
,All polls,41.41161,45.91012,36.9131,53.27227,57.25924,49.2853,12/26/2018 18:49,,,,,,
,Adults,41.3329,44.91175,37.75405,53.44158,57.95464,48.92852,12/25/2018 0:33,,,,,,
,Voters,43.00541,47.43374,38.57708,52.46081,56.02597,48.89565,12/25/2018 0:34,,,,,,
,All polls,41.89831,46.45413,37.34249,52.98342,57.08489,48.88195,12/25/2018 0:33,,,,,,
,Voters,43.04998,47.50389,38.59607,52.4295,56.00868,48.85033,12/24/2018 22:59,,,,,,
,Adults,41.3157,44.87901,37.7524,53.37861,57.903,48.85421,12/24/2018 22:58,,,,,,
,All polls,41.88853,46.43999,37.33707,52.94602,57.04965,48.84238,12/24/2018 22:58,,,,,,
,Voters,43.22877,47.77791,38.67963,52.23954,55.84304,48.63605,12/24/2018 8:32,,,,,,
,Adults,41.54923,45.09009,38.00838,53.18558,57.8838,48.48736,12/24/2018 8:31,,,,,,
,All polls,42.16323,46.7591,37.56737,52.8024,56.99365,48.61116,12/24/2018 8:30,,,,,,
,Voters,43.22877,47.77791,38.67963,52.23954,55.84304,48.63605,12/22/2018 0:27,,,,,,
,Adults,41.54923,45.09009,38.00838,53.18558,57.8838,48.48736,12/22/2018 0:26,,,,,,
,All polls,42.16323,46.7591,37.56737,52.8024,56.99365,48.61116,12/22/2018 0:26,,,,,,
,Adults,41.6064,45.129,38.08379,53.06789,57.78062,48.35515,12/21/2018 17:08,,,,,,
,Voters,43.19737,47.7327,38.66204,52.21807,55.81518,48.62095,12/21/2018 17:09,,,,,,
,All polls,42.20303,46.77599,37.63008,52.71331,56.89434,48.53228,12/21/2018 17:08,,,,,,
,Voters,43.11878,47.62412,38.61345,52.27651,55.86415,48.68887,12/20/2018 21:17,,,,,,
,Adults,41.50785,45.19225,37.82346,52.77949,57.34691,48.21206,12/20/2018 21:16,,,,,,
,All polls,42.11382,46.72301,37.50462,52.58383,56.57188,48.59578,12/20/2018 21:16,,,,,,
,Adults,41.47917,45.15465,37.80368,52.72347,57.30688,48.14007,12/19/2018 23:08,,,,,,
,Voters,43.08582,47.62095,38.5507,52.1537,55.77905,48.52836,12/19/2018 23:09,,,,,,
,All polls,42.08572,46.74195,37.42949,52.42895,56.46858,48.38932,12/19/2018 23:08,,,,,,
,Adults,41.60646,45.39613,37.8168,52.74824,57.33786,48.15862,12/18/2018 17:05,,,,,,
,Voters,43.58849,47.62255,39.55442,51.99868,55.81212,48.18525,12/18/2018 17:06,,,,,,
,All polls,42.45143,46.97501,37.92785,52.30546,56.54774,48.06318,12/18/2018 17:05,,,,,,
,Voters,43.29996,47.54797,39.05194,52.19585,56.18739,48.2043,12/17/2018 20:19,,,,,,
,Adults,41.17932,44.78765,37.571,52.98439,57.72295,48.24582,12/17/2018 20:18,,,,,,
,All polls,42.23711,46.89006,37.58416,52.35799,56.70766,48.00831,12/17/2018 20:18,,,,,,
,Voters,43.35625,47.63351,39.07898,51.97405,55.93088,48.01722,12/16/2018 10:04,,,,,,
,All polls,42.52533,47.04441,38.00625,51.99741,56.25195,47.74287,12/16/2018 10:02,,,,,,
,Adults,41.51873,44.93915,38.0983,52.54711,57.20658,47.88764,12/16/2018 10:03,,,,,,
,Adults,41.38058,44.82668,37.93449,52.04842,56.8416,47.25524,12/16/2018 10:03,,,,,,
,All polls,42.50179,47.11292,37.89065,51.68324,55.98188,47.3846,12/16/2018 10:02,,,,,,
,Voters,43.34373,47.62398,39.06348,51.97961,55.94513,48.0141,12/16/2018 10:04,,,,,,
,Voters,43.34373,47.62398,39.06348,51.97961,55.94513,48.0141,12/14/2018 22:52,,,,,,
,Adults,41.38058,44.82668,37.93449,52.04842,56.8416,47.25524,12/14/2018 22:51,,,,,,
,All polls,42.50179,47.11292,37.89065,51.68324,55.98188,47.3846,12/14/2018 22:51,,,,,,
,Voters,43.47062,47.75264,39.18859,51.73734,55.68803,47.78664,12/13/2018 21:53,,,,,,
,Adults,41.21475,44.65448,37.77503,51.94945,56.71896,47.17994,12/13/2018 21:52,,,,,,
,All polls,42.47837,47.13106,37.82568,51.58088,55.86084,47.30091,12/13/2018 21:52,,,,,,
,Adults,41.32789,44.85548,37.80029,52.3196,56.95166,47.68754,12/12/2018 21:51,,,,,,
,Voters,43.29251,47.48505,39.09997,51.97773,55.87925,48.07621,12/12/2018 21:52,,,,,,
,All polls,42.49492,47.10192,37.88791,51.94299,56.12331,47.76266,12/12/2018 21:51,,,,,,
,Voters,42.74178,46.95477,38.52879,51.88388,55.93774,47.83003,12/11/2018 15:56,,,,,,
,Adults,41.03597,44.4695,37.60244,52.4451,57.13469,47.75551,12/11/2018 15:55,,,,,,
,All polls,41.92131,46.4724,37.37022,51.94378,56.33487,47.5527,12/11/2018 15:55,,,,,,
,Adults,41.41085,44.94403,37.87768,52.5799,57.72044,47.43935,12/10/2018 20:26,,,,,,
,Voters,43.47831,47.51624,39.44037,52.28874,56.36305,48.21442,12/10/2018 20:27,,,,,,
,All polls,42.24026,46.94606,37.53447,52.46934,57.07112,47.86755,12/10/2018 20:26,,,,,,
,Adults,41.53585,45.12484,37.94686,52.08897,57.21468,46.96326,12/9/2018 10:01,,,,,,
,Voters,43.56701,47.7034,39.43062,52.0468,56.12269,47.97092,12/9/2018 10:02,,,,,,
,All polls,42.36049,47.12057,37.6004,52.10749,56.75076,47.46423,12/9/2018 10:01,,,,,,
,Voters,43.44135,47.53359,39.34912,51.9887,56.09313,47.88426,12/8/2018 1:07,,,,,,
,Adults,41.45955,45.03365,37.88545,52.0139,57.15396,46.87384,12/8/2018 1:07,,,,,,
,All polls,42.20935,46.86456,37.55413,52.08282,56.81124,47.3544,12/8/2018 1:07,,,,,,
,Voters,43.41546,47.49395,39.33697,51.9128,55.9911,47.8345,12/7/2018 9:47,,,,,,
,Adults,41.48484,45.0646,37.90507,51.91557,57.08656,46.74458,12/7/2018 9:46,,,,,,
,All polls,42.22135,46.86483,37.57786,52.02658,56.76868,47.28447,12/7/2018 9:46,,,,,,
,Voters,43.32276,47.36676,39.27875,52.16639,56.20028,48.1325,12/6/2018 22:39,,,,,,
,Adults,41.26759,45.00095,37.53424,52.21886,57.51424,46.92347,12/6/2018 22:39,,,,,,
,All polls,42.04987,46.74803,37.35171,52.33398,57.11382,47.55415,12/6/2018 22:39,,,,,,
,Voters,43.86594,47.98506,39.74682,51.2907,55.49094,47.09045,12/5/2018 16:59,,,,,,
